Datum;Wotag;Stunde;KFZ_R1;KFZ_R2;KFZ_Gesamt
04.02.2023;6;2;18;17;35
04.02.2023;6;3;14;12;26
04.02.2023;6;4;21;19;40
04.02.2023;6;5;57;53;110
04.02.2023;6;6;134;123;257
04.02.2023;6;7;238;220;458
04.02.2023;6;8;226;208;434
04.02.2023;6;9;196;180;376
04.02.2023;6;10;178;164;342
04.02.2023;6;11;194;180;374
04.02.2023;6;12;226;209;435
04.02.2023;6;13;170;156;326
04.02.2023;6;14;199;184;383
04.02.2023;6;15;249;230;479
04.02.2023;6;16;268;248;516
04.02.2023;6;17;334;309;643
04.02.2023;6;18;256;237;493
04.02.2023;6;19;170;156;326
04.02.2023;6;20;122;113;235
04.02.2023;6;21;95;88;183
04.02.2023;6;22;77;72;149
04.02.2023;6;23;56;51;107
05.02.2023;7;0;45;41;86
05.02.2023;7;1;22;20;42
05.02.2023;7;2;15;13;28
05.02.2023;7;3;11;10;21
05.02.2023;7;4;17;15;32
05.02.2023;7;5;42;38;80
05.02.2023;7;6;126;116;242
05.02.2023;7;7;212;196;408
05.02.2023;7;8;184;169;353
05.02.2023;7;9;157;144;301
05.02.2023;7;10;133;123;256
05.02.2023;7;11;146;134;280
05.02.2023;7;12;171;157;328
05.02.2023;7;13;150;138;288
05.02.2023;7;14;151;140;291
05.02.2023;7;15;177;163;340
05.02.2023;7;16;221;204;425
05.02.2023;7;17;266;246;512
05.02.2023;7;18;184;170;354
05.02.2023;7;19;140;130;270
05.02.2023;7;20;90;84;174
05.02.2023;7;21;63;58;121
05.02.2023;7;22;54;50;104
05.02.2023;7;23;44;40;84
06.02.2023;1;0;60;56;116
06.02.2023;1;1;35;32;67
06.02.2023;1;2;19;18;37
06.02.2023;1;3;16;15;31
06.02.2023;1;4;24;23;47
06.02.2023;1;5;62;58;120
06.02.2023;1;6;170;156;326
06.02.2023;1;7;297;275;572
06.02.2023;1;8;303;280;583
06.02.2023;1;9;230;213;443
06.02.2023;1;10;189;175;364
06.02.2023;1;11;207;192;399
06.02.2023;1;12;251;231;482
06.02.2023;1;13;227;210;437
06.02.2023;1;14;229;211;440
06.02.2023;1;15;271;251;522
06.02.2023;1;16;338;312;650
06.02.2023;1;17;420;388;808
06.02.2023;1;18;296;273;569
06.02.2023;1;19;197;181;378
06.02.2023;1;20;138;128;266
06.02.2023;1;21;106;98;204
06.02.2023;1;22;89;82;171
06.02.2023;1;23;66;60;126
07.02.2023;2;0;55;50;105
07.02.2023;2;1;31;28;59
07.02.2023;2;2;20;19;39
07.02.2023;2;3;16;15;31
07.02.2023;2;4;24;23;47
07.02.2023;2;5;63;58;121
07.02.2023;2;6;164;152;316
07.02.2023;2;7;330;304;634
07.02.2023;2;8;283;261;544
07.02.2023;2;9;220;203;423
07.02.2023;2;10;214;197;411
07.02.2023;2;11;212;196;408
07.02.2023;2;12;256;236;492
07.02.2023;2;13;231;213;444
07.02.2023;2;14;228;211;439
07.02.2023;2;15;293;271;564
07.02.2023;2;16;324;299;623
07.02.2023;2;17;443;408;851
07.02.2023;2;18;310;286;596
07.02.2023;2;19;196;180;376
07.02.2023;2;20;147;135;282
07.02.2023;2;21;99;91;190
07.02.2023;2;22;81;74;155
07.02.2023;2;23;68;63;131
08.02.2023;3;0;64;60;124
08.02.2023;3;1;32;30;62
08.02.2023;3;2;22;20;42
08.02.2023;3;3;18;16;34
08.02.2023;3;4;27;25;52
08.02.2023;3;5;64;60;124
08.02.2023;3;6;178;165;343
08.02.2023;3;7;284;262;546
08.02.2023;3;8;288;266;554
08.02.2023;3;9;220;203;423
08.02.2023;3;10;210;194;404
08.02.2023;3;11;223;206;429
08.02.2023;3;12;249;229;478
08.02.2023;3;13;252;232;484
08.02.2023;3;14;228;210;438
08.02.2023;3;15;277;256;533
08.02.2023;3;16;330;305;635
08.02.2023;3;17;402;372;774
08.02.2023;3;18;314;289;603
08.02.2023;3;19;214;197;411
08.02.2023;3;20;155;143;298
08.02.2023;3;21;113;104;217
08.02.2023;3;22;85;78;163
08.02.2023;3;23;69;63;132
09.02.2023;4;0;59;55;114
09.02.2023;4;1;33;31;64
09.02.2023;4;2;22;20;42
09.02.2023;4;3;18;16;34
09.02.2023;4;4;25;24;49
09.02.2023;4;5;66;60;126
09.02.2023;4;6;171;158;329
09.02.2023;4;7;332;307;639
09.02.2023;4;8;297;274;571
09.02.2023;4;9;226;208;434
09.02.2023;4;10;213;196;409
09.02.2023;4;11;196;181;377
09.02.2023;4;12;255;236;491
09.02.2023;4;13;188;173;361
09.02.2023;4;14;210;194;404
09.02.2023;4;15;278;256;534
09.02.2023;4;16;342;316;658
09.02.2023;4;17;378;349;727
09.02.2023;4;18;302;279;581
09.02.2023;4;19;223;206;429
09.02.2023;4;20;142;132;274
09.02.2023;4;21;116;107;223
09.02.2023;4;22;84;77;161
09.02.2023;4;23;68;63;131
10.02.2023;5;0;68;62;130
10.02.2023;5;1;34;31;65
10.02.2023;5;2;20;18;38
10.02.2023;5;3;17;15;32
10.02.2023;5;4;25;23;48
10.02.2023;5;5;58;54;112
10.02.2023;5;6;165;152;317
10.02.2023;5;7;302;278;580
10.02.2023;5;8;306;283;589
10.02.2023;5;9;230;213;443
10.02.2023;5;10;206;190;396
10.02.2023;5;11;229;211;440
10.02.2023;5;12;254;234;488
10.02.2023;5;13;237;219;456
10.02.2023;5;14;218;202;420
10.02.2023;5;15;257;238;495
10.02.2023;5;16;353;325;678
10.02.2023;5;17;393;363;756
10.02.2023;5;18;291;269;560
10.02.2023;5;19;214;197;411
10.02.2023;5;20;150;138;288
10.02.2023;5;21;97;89;186
10.02.2023;5;22;85;78;163
10.02.2023;5;23;69;64;133
11.02.2023;6;0;54;50;104
11.02.2023;6;1;29;27;56
11.02.2023;6;2;17;15;32
11.02.2023;6;3;15;13;28
11.02.2023;6;4;21;19;40
11.02.2023;6;5;52;48;100
11.02.2023;6;6;148;137;285
11.02.2023;6;7;286;264;550
11.02.2023;6;8;271;250;521
11.02.2023;6;9;208;192;400
11.02.2023;6;10;177;163;340
11.02.2023;6;11;199;183;382
11.02.2023;6;12;222;204;426
11.02.2023;6;13;197;181;378
11.02.2023;6;14;197;181;378
11.02.2023;6;15;240;222;462
11.02.2023;6;16;283;262;545
11.02.2023;6;17;329;303;632
11.02.2023;6;18;261;241;502
11.02.2023;6;19;183;169;352
11.02.2023;6;20;124;115;239
11.02.2023;6;21;90;84;174
11.02.2023;6;22;73;68;141
11.02.2023;6;23;56;51;107
12.02.2023;7;0;42;39;81
12.02.2023;7;1;22;21;43
12.02.2023;7;2;13;12;25
12.02.2023;7;3;11;11;22
12.02.2023;7;4;16;15;31
12.02.2023;7;5;37;35;72
12.02.2023;7;6;103;95;198
12.02.2023;7;7;193;179;372
12.02.2023;7;8;191;176;367
12.02.2023;7;9;147;136;283
12.02.2023;7;10;134;123;257
12.02.2023;7;11;154;142;296
12.02.2023;7;12;166;153;319
12.02.2023;7;13;152;140;292
12.02.2023;7;14;152;141;293
12.02.2023;7;15;182;168;350
12.02.2023;7;16;194;180;374
12.02.2023;7;17;256;236;492
12.02.2023;7;18;181;168;349
12.02.2023;7;19;136;126;262
12.02.2023;7;20;95;88;183
12.02.2023;7;21;71;66;137
12.02.2023;7;22;58;53;111
12.02.2023;7;23;44;40;84
13.02.2023;1;0;61;57;118
13.02.2023;1;1;34;32;66
13.02.2023;1;2;20;19;39
13.02.2023;1;3;17;15;32
13.02.2023;1;4;27;24;51
13.02.2023;1;5;61;56;117
13.02.2023;1;6;174;160;334
13.02.2023;1;7;324;299;623
13.02.2023;1;8;279;257;536
13.02.2023;1;9;241;223;464
13.02.2023;1;10;216;200;416
13.02.2023;1;11;231;213;444
13.02.2023;1;12;241;223;464
13.02.2023;1;13;220;203;423
13.02.2023;1;14;224;206;430
13.02.2023;1;15;279;258;537
13.02.2023;1;16;318;294;612
13.02.2023;1;17;410;378;788
13.02.2023;1;18;294;271;565
13.02.2023;1;19;207;191;398
13.02.2023;1;20;147;136;283
13.02.2023;1;21;117;108;225
13.02.2023;1;22;78;72;150
13.02.2023;1;23;72;66;138
14.02.2023;2;0;63;58;121
14.02.2023;2;1;34;32;66
14.02.2023;2;2;21;19;40
14.02.2023;2;3;17;16;33
14.02.2023;2;4;25;23;48
14.02.2023;2;5;67;62;129
14.02.2023;2;6;163;151;314
14.02.2023;2;7;331;306;637
14.02.2023;2;8;283;261;544
14.02.2023;2;9;229;212;441
14.02.2023;2;10;198;182;380
14.02.2023;2;11;235;217;452
14.02.2023;2;12;269;248;517
14.02.2023;2;13;229;211;440
14.02.2023;2;14;228;210;438
14.02.2023;2;15;256;237;493
14.02.2023;2;16;331;305;636
14.02.2023;2;17;369;341;710
14.02.2023;2;18;299;276;575
14.02.2023;2;19;211;195;406
14.02.2023;2;20;156;144;300
14.02.2023;2;21;119;110;229
14.02.2023;2;22;81;75;156
14.02.2023;2;23;72;66;138
15.02.2023;3;0;63;59;122
15.02.2023;3;1;33;31;64
15.02.2023;3;2;21;20;41
15.02.2023;3;3;17;15;32
15.02.2023;3;4;25;23;48
15.02.2023;3;5;61;57;118
15.02.2023;3;6;155;144;299
15.02.2023;3;7;289;267;556
15.02.2023;3;8;302;279;581
15.02.2023;3;9;227;209;436
15.02.2023;3;10;203;187;390
15.02.2023;3;11;230;212;442
15.02.2023;3;12;261;240;501
15.02.2023;3;13;232;214;446
15.02.2023;3;14;223;205;428
15.02.2023;3;15;288;266;554
15.02.2023;3;16;361;333;694
15.02.2023;3;17;411;380;791
15.02.2023;3;18;329;303;632
15.02.2023;3;19;222;205;427
15.02.2023;3;20;154;143;297
15.02.2023;3;21;108;99;207
15.02.2023;3;22;86;80;166
15.02.2023;3;23;69;63;132
16.02.2023;4;0;59;55;114
16.02.2023;4;1;35;32;67
16.02.2023;4;2;19;18;37
16.02.2023;4;3;16;15;31
16.02.2023;4;4;27;24;51
16.02.2023;4;5;66;60;126
16.02.2023;4;6;179;166;345
16.02.2023;4;7;309;286;595
16.02.2023;4;8;276;254;530
16.02.2023;4;9;227;210;437
16.02.2023;4;10;210;194;404
16.02.2023;4;11;231;213;444
16.02.2023;4;12;265;245;510
16.02.2023;4;13;226;208;434
16.02.2023;4;14;234;216;450
16.02.2023;4;15;258;239;497
16.02.2023;4;16;342;315;657
16.02.2023;4;17;401;371;772
16.02.2023;4;18;302;278;580
16.02.2023;4;19;206;191;397
16.02.2023;4;20;145;134;279
16.02.2023;4;21;103;95;198
16.02.2023;4;22;91;84;175
16.02.2023;4;23;67;61;128
17.02.2023;5;0;62;57;119
17.02.2023;5;1;30;28;58
17.02.2023;5;2;20;18;38
17.02.2023;5;3;17;15;32
17.02.2023;5;4;24;23;47
17.02.2023;5;5;67;62;129
17.02.2023;5;6;166;153;319
17.02.2023;5;7;334;308;642
17.02.2023;5;8;293;271;564
17.02.2023;5;9;230;213;443
17.02.2023;5;10;208;192;400
17.02.2023;5;11;230;212;442
17.02.2023;5;12;272;252;524
17.02.2023;5;13;203;188;391
17.02.2023;5;14;207;191;398
17.02.2023;5;15;264;244;508
17.02.2023;5;16;334;309;643
17.02.2023;5;17;415;383;798
17.02.2023;5;18;321;296;617
17.02.2023;5;19;205;189;394
17.02.2023;5;20;154;142;296
17.02.2023;5;21;110;101;211
17.02.2023;5;22;84;78;162
17.02.2023;5;23;70;65;135
18.02.2023;6;0;54;50;104
18.02.2023;6;1;28;25;53
18.02.2023;6;2;18;17;35
18.02.2023;6;3;14;13;27
18.02.2023;6;4;21;20;41
18.02.2023;6;5;57;53;110
18.02.2023;6;6;125;115;240
18.02.2023;6;7;248;228;476
18.02.2023;6;8;234;216;450
18.02.2023;6;9;192;177;369
18.02.2023;6;10;175;162;337
18.02.2023;6;11;180;167;347
18.02.2023;6;12;203;187;390
18.02.2023;6;13;187;173;360
18.02.2023;6;14;219;203;422
18.02.2023;6;15;252;232;484
18.02.2023;6;16;278;257;535
18.02.2023;6;17;335;309;644
18.02.2023;6;18;251;232;483
18.02.2023;6;19;161;148;309
18.02.2023;6;20;124;114;238
18.02.2023;6;21;84;78;162
18.02.2023;6;22;71;65;136
18.02.2023;6;23;53;48;101
19.02.2023;7;0;39;36;75
19.02.2023;7;1;22;20;42
19.02.2023;7;2;14;13;27
19.02.2023;7;3;11;10;21
19.02.2023;7;4;15;14;29
19.02.2023;7;5;43;39;82
19.02.2023;7;6;105;96;201
19.02.2023;7;7;210;194;404
19.02.2023;7;8;190;175;365
19.02.2023;7;9;139;129;268
19.02.2023;7;10;134;123;257
19.02.2023;7;11;152;141;293
19.02.2023;7;12;168;155;323
19.02.2023;7;13;148;137;285
19.02.2023;7;14;161;148;309
19.02.2023;7;15;186;171;357
19.02.2023;7;16;215;198;413
19.02.2023;7;17;270;250;520
19.02.2023;7;18;224;206;430
19.02.2023;7;19;149;138;287
19.02.2023;7;20;89;83;172
19.02.2023;7;21;65;60;125
19.02.2023;7;22;58;54;112
19.02.2023;7;23;41;38;79
20.02.2023;1;0;59;54;113
20.02.2023;1;1;33;30;63
20.02.2023;1;2;21;20;41
20.02.2023;1;3;17;15;32
20.02.2023;1;4;24;23;47
20.02.2023;1;5;60;56;116
20.02.2023;1;6;161;149;310
20.02.2023;1;7;300;276;576
20.02.2023;1;8;326;301;627
20.02.2023;1;9;233;216;449
20.02.2023;1;10;218;202;420
20.02.2023;1;11;224;207;431
20.02.2023;1;12;249;229;478
20.02.2023;1;13;222;204;426
20.02.2023;1;14;199;184;383
20.02.2023;1;15;253;233;486
20.02.2023;1;16;304;281;585
20.02.2023;1;17;356;329;685
20.02.2023;1;18;295;272;567
20.02.2023;1;19;223;205;428
20.02.2023;1;20;146;135;281
20.02.2023;1;21;111;103;214
20.02.2023;1;22;85;79;164
20.02.2023;1;23;70;64;134
21.02.2023;2;0;60;55;115
21.02.2023;2;1;34;32;66
21.02.2023;2;2;22;20;42
21.02.2023;2;3;16;15;31
21.02.2023;2;4;26;24;50
21.02.2023;2;5;64;60;124
21.02.2023;2;6;163;150;313
21.02.2023;2;7;296;273;569
21.02.2023;2;8;275;254;529
21.02.2023;2;9;231;213;444
21.02.2023;2;10;212;196;408
21.02.2023;2;11;221;204;425
21.02.2023;2;12;251;232;483
21.02.2023;2;13;237;218;455
21.02.2023;2;14;237;219;456
21.02.2023;2;15;293;270;563
21.02.2023;2;16;356;328;684
21.02.2023;2;17;381;352;733
21.02.2023;2;18;340;314;654
21.02.2023;2;19;203;188;391
21.02.2023;2;20;154;142;296
21.02.2023;2;21;105;97;202
21.02.2023;2;22;82;75;157
21.02.2023;2;23;61;56;117
22.02.2023;3;0;62;58;120
22.02.2023;3;1;31;28;59
22.02.2023;3;2;22;20;42
22.02.2023;3;3;18;17;35
22.02.2023;3;4;24;22;46
22.02.2023;3;5;63;59;122
22.02.2023;3;6;161;149;310
22.02.2023;3;7;304;280;584
22.02.2023;3;8;304;280;584
22.02.2023;3;9;229;212;441
22.02.2023;3;10;227;210;437
22.02.2023;3;11;224;207;431
22.02.2023;3;12;263;243;506
22.02.2023;3;13;231;213;444
22.02.2023;3;14;239;221;460
22.02.2023;3;15;266;245;511
22.02.2023;3;16;333;308;641
22.02.2023;3;17;399;368;767
22.02.2023;3;18;301;277;578
22.02.2023;3;19;216;199;415
22.02.2023;3;20;151;139;290
22.02.2023;3;21;108;99;207
22.02.2023;3;22;90;83;173
22.02.2023;3;23;72;66;138
23.02.2023;4;0;61;57;118
23.02.2023;4;1;34;31;65
23.02.2023;4;2;20;19;39
23.02.2023;4;3;17;15;32
23.02.2023;4;4;24;23;47
23.02.2023;4;5;68;62;130
23.02.2023;4;6;170;157;327
23.02.2023;4;7;310;286;596
23.02.2023;4;8;310;286;596
23.02.2023;4;9;205;189;394
23.02.2023;4;10;188;173;361
23.02.2023;4;11;239;221;460
23.02.2023;4;12;252;232;484
23.02.2023;4;13;233;215;448
23.02.2023;4;14;215;198;413
23.02.2023;4;15;271;251;522
23.02.2023;4;16;368;339;707
23.02.2023;4;17;418;385;803
23.02.2023;4;18;316;292;608
23.02.2023;4;19;204;189;393
23.02.2023;4;20;144;132;276
23.02.2023;4;21;94;86;180
23.02.2023;4;22;85;78;163
23.02.2023;4;23;70;64;134
24.02.2023;5;0;58;53;111
24.02.2023;5;1;32;30;62
24.02.2023;5;2;20;18;38
24.02.2023;5;3;16;15;31
24.02.2023;5;4;25;23;48
24.02.2023;5;5;56;52;108
24.02.2023;5;6;172;159;331
24.02.2023;5;7;325;300;625
24.02.2023;5;8;289;267;556
24.02.2023;5;9;201;186;387
24.02.2023;5;10;199;183;382
24.02.2023;5;11;244;225;469
24.02.2023;5;12;216;199;415
24.02.2023;5;13;226;208;434
24.02.2023;5;14;216;200;416
24.02.2023;5;15;282;261;543
24.02.2023;5;16;323;298;621
24.02.2023;5;17;409;378;787
24.02.2023;5;18;322;298;620
24.02.2023;5;19;228;211;439
24.02.2023;5;20;145;133;278
24.02.2023;5;21;107;98;205
24.02.2023;5;22;77;72;149
24.02.2023;5;23;71;65;136
25.02.2023;6;0;51;48;99
25.02.2023;6;1;28;25;53
25.02.2023;6;2;18;16;34
25.02.2023;6;3;13;12;25
25.02.2023;6;4;21;20;41
25.02.2023;6;5;56;51;107
25.02.2023;6;6;144;133;277
25.02.2023;6;7;245;227;472
25.02.2023;6;8;247;228;475
25.02.2023;6;9;203;187;390
25.02.2023;6;10;161;148;309
25.02.2023;6;11;185;171;356
25.02.2023;6;12;223;205;428
25.02.2023;6;13;198;183;381
25.02.2023;6;14;199;184;383
25.02.2023;6;15;252;233;485
25.02.2023;6;16;291;268;559
25.02.2023;6;17;352;325;677
25.02.2023;6;18;303;279;582
25.02.2023;6;19;176;162;338
25.02.2023;6;20;120;110;230
25.02.2023;6;21;90;84;174
25.02.2023;6;22;73;67;140
25.02.2023;6;23;55;51;106
26.02.2023;7;0;38;36;74
26.02.2023;7;1;24;23;47
26.02.2023;7;2;14;13;27
26.02.2023;7;3;10;10;20
26.02.2023;7;4;17;16;33
26.02.2023;7;5;41;37;78
26.02.2023;7;6;107;99;206
26.02.2023;7;7;210;193;403
26.02.2023;7;8;178;164;342
26.02.2023;7;9;152;140;292
26.02.2023;7;10;149;137;286
26.02.2023;7;11;153;141;294
26.02.2023;7;12;160;148;308
26.02.2023;7;13;146;134;280
26.02.2023;7;14;146;135;281
26.02.2023;7;15;174;161;335
26.02.2023;7;16;213;197;410
26.02.2023;7;17;272;252;524
26.02.2023;7;18;186;172;358
26.02.2023;7;19;141;131;272
26.02.2023;7;20;93;86;179
26.02.2023;7;21;69;64;133
26.02.2023;7;22;51;48;99
26.02.2023;7;23;46;43;89
27.02.2023;1;0;67;61;128
27.02.2023;1;1;35;32;67
27.02.2023;1;2;19;18;37
27.02.2023;1;3;17;16;33
27.02.2023;1;4;25;24;49
27.02.2023;1;5;58;53;111
27.02.2023;1;6;167;154;321
27.02.2023;1;7;319;295;614
27.02.2023;1;8;301;277;578
27.02.2023;1;9;232;214;446
27.02.2023;1;10;212;196;408
27.02.2023;1;11;247;228;475
27.02.2023;1;12;266;246;512
27.02.2023;1;13;197;182;379
27.02.2023;1;14;226;209;435
27.02.2023;1;15;269;249;518
27.02.2023;1;16;305;282;587
27.02.2023;1;17;403;372;775
27.02.2023;1;18;333;307;640
27.02.2023;1;19;198;182;380
27.02.2023;1;20;149;137;286
27.02.2023;1;21;100;92;192
27.02.2023;1;22;81;74;155
27.02.2023;1;23;72;66;138
28.02.2023;2;0;61;56;117
28.02.2023;2;1;34;32;66
28.02.2023;2;2;19;17;36
28.02.2023;2;3;18;17;35
28.02.2023;2;4;26;24;50
28.02.2023;2;5;62;57;119
28.02.2023;2;6;172;159;331
28.02.2023;2;7;291;269;560
28.02.2023;2;8;310;286;596
28.02.2023;2;9;226;209;435
28.02.2023;2;10;207;191;398
28.02.2023;2;11;224;207;431
28.02.2023;2;12;243;225;468
28.02.2023;2;13;238;219;457
28.02.2023;2;14;233;215;448
28.02.2023;2;15;280;259;539
28.02.2023;2;16;334;309;643
28.02.2023;2;17;411;380;791
28.02.2023;2;18;307;283;590
28.02.2023;2;19;232;215;447
28.02.2023;2;20;135;124;259
28.02.2023;2;21;111;103;214
28.02.2023;2;22;89;83;172
28.02.2023;2;23;64;59;123
01.03.2023;3;0;70;64;134
01.03.2023;3;1;35;32;67
01.03.2023;3;2;22;20;42
01.03.2023;3;3;17;15;32
01.03.2023;3;4;25;23;48
01.03.2023;3;5;62;57;119
01.03.2023;3;6;171;157;328
01.03.2023;3;7;335;310;645
01.03.2023;3;8;295;273;568
01.03.2023;3;9;219;203;422
01.03.2023;3;10;217;201;418
01.03.2023;3;11;240;222;462
01.03.2023;3;12;259;239;498
01.03.2023;3;13;239;220;459
01.03.2023;3;14;227;209;436
01.03.2023;3;15;259;239;498
01.03.2023;3;16;320;295;615
01.03.2023;3;17;368;340;708
01.03.2023;3;18;317;293;610
01.03.2023;3;19;208;192;400
01.03.2023;3;20;143;132;275
01.03.2023;3;21;89;82;171
01.03.2023;3;22;79;72;151
01.03.2023;3;23;71;65;136
02.03.2023;4;0;61;56;117
02.03.2023;4;1;34;31;65
02.03.2023;4;2;19;18;37
02.03.2023;4;3;18;16;34
02.03.2023;4;4;25;23;48
02.03.2023;4;5;63;59;122
02.03.2023;4;6;187;172;359
02.03.2023;4;7;337;311;648
02.03.2023;4;8;288;266;554
02.03.2023;4;9;223;206;429
02.03.2023;4;10;205;190;395
02.03.2023;4;11;236;217;453
02.03.2023;4;12;250;230;480
02.03.2023;4;13;225;208;433
02.03.2023;4;14;246;228;474
02.03.2023;4;15;270;249;519
02.03.2023;4;16;373;344;717
02.03.2023;4;17;403;372;775
02.03.2023;4;18;342;315;657
02.03.2023;4;19;213;196;409
02.03.2023;4;20;153;142;295
02.03.2023;4;21;101;93;194
02.03.2023;4;22;80;74;154
02.03.2023;4;23;69;63;132
03.03.2023;5;0;66;61;127
03.03.2023;5;1;33;31;64
03.03.2023;5;2;20;18;38
03.03.2023;5;3;16;14;30
03.03.2023;5;4;23;22;45
03.03.2023;5;5;57;53;110
03.03.2023;5;6;168;155;323
03.03.2023;5;7;331;306;637
03.03.2023;5;8;292;270;562
03.03.2023;5;9;204;188;392
03.03.2023;5;10;207;191;398
03.03.2023;5;11;228;210;438
03.03.2023;5;12;277;256;533
03.03.2023;5;13;213;197;410
03.03.2023;5;14;225;208;433
03.03.2023;5;15;295;272;567
03.03.2023;5;16;342;315;657
03.03.2023;5;17;412;381;793
03.03.2023;5;18;315;291;606
03.03.2023;5;19;212;196;408
03.03.2023;5;20;152;140;292
03.03.2023;5;21;100;93;193
03.03.2023;5;22;87;81;168
03.03.2023;5;23;62;58;120
04.03.2023;6;0;54;50;104
04.03.2023;6;1;29;26;55
04.03.2023;6;2;17;16;33
04.03.2023;6;3;14;13;27
04.03.2023;6;4;21;19;40
04.03.2023;6;5;50;47;97
04.03.2023;6;6;139;129;268
04.03.2023;6;7;252;232;484
04.03.2023;6;8;253;233;486
04.03.2023;6;9;184;170;354
04.03.2023;6;10;184;170;354
04.03.2023;6;11;184;170;354
04.03.2023;6;12;207;191;398
04.03.2023;6;13;189;175;364
04.03.2023;6;14;209;192;401
04.03.2023;6;15;235;216;451
04.03.2023;6;16;281;260;541
04.03.2023;6;17;349;323;672
04.03.2023;6;18;238;220;458
04.03.2023;6;19;177;164;341
04.03.2023;6;20;137;126;263
04.03.2023;6;21;89;83;172
04.03.2023;6;22;71;66;137
04.03.2023;6;23;58;54;112
05.03.2023;7;0;43;39;82
05.03.2023;7;1;20;18;38
05.03.2023;7;2;12;12;24
05.03.2023;7;3;11;10;21
05.03.2023;7;4;16;14;30
05.03.2023;7;5;44;40;84
05.03.2023;7;6;107;99;206
05.03.2023;7;7;184;170;354
05.03.2023;7;8;178;164;342
05.03.2023;7;9;129;119;248
05.03.2023;7;10;134;124;258
05.03.2023;7;11;148;137;285
05.03.2023;7;12;160;147;307
05.03.2023;7;13;158;145;303
05.03.2023;7;14;159;146;305
05.03.2023;7;15;175;162;337
05.03.2023;7;16;194;179;373
05.03.2023;7;17;269;248;517
05.03.2023;7;18;210;193;403
05.03.2023;7;19;138;127;265
05.03.2023;7;20;100;92;192
05.03.2023;7;21;64;59;123
05.03.2023;7;22;60;55;115
05.03.2023;7;23;42;38;80
06.03.2023;1;0;65;60;125
06.03.2023;1;1;31;28;59
06.03.2023;1;2;20;18;38
06.03.2023;1;3;18;17;35
06.03.2023;1;4;25;23;48
06.03.2023;1;5;66;60;126
06.03.2023;1;6;169;156;325
06.03.2023;1;7;312;288;600
06.03.2023;1;8;313;288;601
06.03.2023;1;9;227;210;437
06.03.2023;1;10;190;176;366
06.03.2023;1;11;220;204;424
06.03.2023;1;12;258;238;496
06.03.2023;1;13;235;216;451
06.03.2023;1;14;212;195;407
06.03.2023;1;15;262;241;503
06.03.2023;1;16;324;300;624
06.03.2023;1;17;394;363;757
06.03.2023;1;18;292;269;561
06.03.2023;1;19;202;187;389
06.03.2023;1;20;141;130;271
06.03.2023;1;21;109;100;209
06.03.2023;1;22;87;80;167
06.03.2023;1;23;67;61;128
07.03.2023;2;0;61;57;118
07.03.2023;2;1;34;31;65
07.03.2023;2;2;20;19;39
07.03.2023;2;3;16;14;30
07.03.2023;2;4;24;22;46
07.03.2023;2;5;61;56;117
07.03.2023;2;6;158;145;303
07.03.2023;2;7;316;292;608
07.03.2023;2;8;303;280;583
07.03.2023;2;9;212;195;407
07.03.2023;2;10;209;193;402
07.03.2023;2;11;227;210;437
07.03.2023;2;12;255;235;490
07.03.2023;2;13;230;212;442
07.03.2023;2;14;213;197;410
07.03.2023;2;15;254;235;489
07.03.2023;2;16;335;309;644
07.03.2023;2;17;422;389;811
07.03.2023;2;18;279;257;536
07.03.2023;2;19;213;196;409
07.03.2023;2;20;155;143;298
07.03.2023;2;21;103;96;199
07.03.2023;2;22;86;79;165
07.03.2023;2;23;64;60;124
08.03.2023;3;0;62;58;120
08.03.2023;3;1;31;28;59
08.03.2023;3;2;18;17;35
08.03.2023;3;3;18;16;34
08.03.2023;3;4;24;22;46
08.03.2023;3;5;61;57;118
08.03.2023;3;6;155;144;299
08.03.2023;3;7;291;269;560
08.03.2023;3;8;290;268;558
08.03.2023;3;9;222;204;426
08.03.2023;3;10;213;196;409
08.03.2023;3;11;235;217;452
08.03.2023;3;12;255;235;490
08.03.2023;3;13;232;215;447
08.03.2023;3;14;248;229;477
08.03.2023;3;15;257;238;495
08.03.2023;3;16;333;308;641
08.03.2023;3;17;424;391;815
08.03.2023;3;18;333;308;641
08.03.2023;3;19;194;179;373
08.03.2023;3;20;144;133;277
08.03.2023;3;21;112;103;215
08.03.2023;3;22;86;79;165
08.03.2023;3;23;68;62;130
09.03.2023;4;0;62;57;119
09.03.2023;4;1;33;30;63
09.03.2023;4;2;21;20;41
09.03.2023;4;3;17;15;32
09.03.2023;4;4;25;23;48
09.03.2023;4;5;63;58;121
09.03.2023;4;6;162;149;311
09.03.2023;4;7;322;297;619
09.03.2023;4;8;335;310;645
09.03.2023;4;9;210;193;403
09.03.2023;4;10;212;196;408
09.03.2023;4;11;221;204;425
09.03.2023;4;12;258;238;496
09.03.2023;4;13;230;213;443
09.03.2023;4;14;239;220;459
09.03.2023;4;15;288;265;553
09.03.2023;4;16;337;312;649
09.03.2023;4;17;424;391;815
09.03.2023;4;18;277;255;532
09.03.2023;4;19;226;208;434
09.03.2023;4;20;149;138;287
09.03.2023;4;21;110;102;212
09.03.2023;4;22;79;72;151
09.03.2023;4;23;64;59;123
10.03.2023;5;0;63;58;121
10.03.2023;5;1;33;31;64
10.03.2023;5;2;21;20;41
10.03.2023;5;3;18;16;34
10.03.2023;5;4;23;21;44
10.03.2023;5;5;66;60;126
10.03.2023;5;6;167;155;322
